ICD10CMCODE,DiagnosisDesc,TotalDiag,PrimaryDiag,SecondDiag
M67.852,"OTHER SPECIFIED DISORDERS OF SYNOVIUM, LEFT HIP",2,,2
M67.853,"OTHER SPECIFIED DISORDERS OF TENDON, RIGHT HIP",15,1,14
M67.854,"OTHER SPECIFIED DISORDERS OF TENDON, LEFT HIP",7,,7
M67.861,"OTHER SPECIFIED DISORDERS OF SYNOVIUM, RIGHT KNEE",6,,6
M67.862,"OTHER SPECIFIED DISORDERS OF SYNOVIUM, LEFT KNEE",5,,5
M67.863,"OTHER SPECIFIED DISORDERS OF TENDON, RIGHT KNEE",13,2,11
M67.864,"OTHER SPECIFIED DISORDERS OF TENDON, LEFT KNEE",12,,12
M67.869,"OTH DISRD OF SYNOVIUM AND TENDON, UNSPECIFIED KNEE",1,,1
M67.871,"OTHER SPECIFIED DISORDERS OF SYNOVIUM, RIGHT ANKLE AND FOOT",3,1,2
M67.872,"OTHER SPECIFIED DISORDERS OF SYNOVIUM, LEFT ANKLE AND FOOT",3,,3
M67.873,"OTHER SPECIFIED DISORDERS OF TENDON, RIGHT ANKLE AND FOOT",13,3,10
M67.874,"OTHER SPECIFIED DISORDERS OF TENDON, LEFT ANKLE AND FOOT",17,4,13
M67.879,"OTH DISRD OF SYNOVIUM AND TENDON, UNSPECIFIED ANKLE AND FOOT",4,,4
M67.88,"OTHER SPECIFIED DISORDERS OF SYNOVIUM AND TENDON, OTHER SITE",47,1,46
M67.89,"OTH DISRD OF SYNOVIUM AND TENDON, MULTIPLE SITES",2,,2
M67.90,"UNSP DISORDER OF SYNOVIUM AND TENDON, UNSPECIFIED SITE",4,,4
M67.911,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, RIGHT SHOULDER",7,,7
M67.912,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, LEFT SHOULDER",7,,7
M67.919,"UNSP DISORDER OF SYNOVIUM AND TENDON, UNSPECIFIED SHOULDER",3,,3
M67.921,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, RIGHT UPPER ARM",8,,8
M67.922,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, LEFT UPPER ARM",8,,8
M67.929,"UNSP DISORDER OF SYNOVIUM AND TENDON, UNSPECIFIED UPPER ARM",2,,2
M67.942,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, LEFT HAND",1,,1
M67.951,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, RIGHT THIGH",3,,3
M67.952,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, LEFT THIGH",2,,2
M67.961,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, RIGHT LOWER LEG",5,,5
M67.962,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, LEFT LOWER LEG",6,,6
M67.969,"UNSP DISORDER OF SYNOVIUM AND TENDON, UNSPECIFIED LOWER LEG",2,,2
M67.971,"UNSP DISORDER OF SYNOVIUM AND TENDON, RIGHT ANKLE AND FOOT",11,1,10
M67.972,"UNSP DISORDER OF SYNOVIUM AND TENDON, LEFT ANKLE AND FOOT",14,5,9
M67.979,"UNSP DISORDER OF SYNOVIUM AND TENDON, UNSP ANKLE AND FOOT",3,,3
M67.98,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, OTHER SITE",3,,3
M67.99,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, MULTIPLE SITES",1,,1
M70.12,"BURSITIS, LEFT HAND",2,1,1
M70.20,"OLECRANON BURSITIS, UNSPECIFIED ELBOW",73,2,71
M70.21,"OLECRANON BURSITIS, RIGHT ELBOW",381,98,283
M70.22,"OLECRANON BURSITIS, LEFT ELBOW",388,81,307
M70.30,"OTHER BURSITIS OF ELBOW, UNSPECIFIED ELBOW",10,,10
M70.31,"OTHER BURSITIS OF ELBOW, RIGHT ELBOW",82,9,73
M70.32,"OTHER BURSITIS OF ELBOW, LEFT ELBOW",97,6,91
M70.40,"PREPATELLAR BURSITIS, UNSPECIFIED KNEE",28,2,26
M70.41,"PREPATELLAR BURSITIS, RIGHT KNEE",362,113,249
M70.42,"PREPATELLAR BURSITIS, LEFT KNEE",263,82,181
M70.50,"OTHER BURSITIS OF KNEE, UNSPECIFIED KNEE",28,,28
M70.51,"OTHER BURSITIS OF KNEE, RIGHT KNEE",139,17,122
M70.52,"OTHER BURSITIS OF KNEE, LEFT KNEE",123,19,104
M70.60,"TROCHANTERIC BURSITIS, UNSPECIFIED HIP",206,,206
M70.61,"TROCHANTERIC BURSITIS, RIGHT HIP",570,60,510
M70.62,"TROCHANTERIC BURSITIS, LEFT HIP",533,46,487
M70.70,"OTHER BURSITIS OF HIP, UNSPECIFIED HIP",77,,77
M70.71,"OTHER BURSITIS OF HIP, RIGHT HIP",156,11,145
M70.72,"OTHER BURSITIS OF HIP, LEFT HIP",160,10,150
M70.811,"OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE, R SHOULDER",11,2,9
M70.812,"OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE, L SHOULDER",3,,3
M70.821,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, R UP ARM",3,,3
M70.822,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, L UP ARM",1,,1
M70.829,"OTH SOFT TISSUE DISORD REL TO USE/PRESSURE, UNSP UPPER ARMS",1,,1
M70.831,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, R FOREARM",2,1,1
M70.841,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, R HAND",1,,1
M70.842,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, LEFT HAND",1,,1
M70.851,"OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE, RIGHT THIGH",3,2,1
M70.852,"OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE, LEFT THIGH",4,,4
M70.861,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, R LOW LEG",3,1,2
M70.862,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, L LOW LEG",1,,1
M70.869,"OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE, UNSP LEG",1,,1
M70.871,"OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE, RIGHT ANK/FT",4,,4
M70.872,"OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE, LEFT ANK/FT",5,3,2
M70.88,OTH SOFT TISSUE DISORDERS RELATED TO USE/PRESSURE OTH SITE,5,2,3
M70.89,OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE MULT SITES,2,,2
M70.90,UNSP SOFT TISSUE DISORD RELATED TO USE/PRESSURE OF UNSP SITE,1,,1
M70.921,"UNSP SOFT TISSUE DISORDER RELATED TO USE/PRESSURE, R UP ARM",1,,1
M70.922,"UNSP SOFT TISSUE DISORDER RELATED TO USE/PRESSURE, L UP ARM",1,,1
M70.931,"UNSP SOFT TISSUE DISORDER RELATED TO USE/PRESSURE, R FOREARM",2,,2
M70.932,"UNSP SOFT TISSUE DISORDER RELATED TO USE/PRESSURE, L FOREARM",2,,2
M70.972,"UNSP SOFT TISSUE DISORD RELATED TO USE/PRESSURE, LEFT ANK/FT",1,,1
M71.00,"ABSCESS OF BURSA, UNSPECIFIED SITE",1,,1
M71.011,"ABSCESS OF BURSA, RIGHT SHOULDER",11,2,9
M71.012,"ABSCESS OF BURSA, LEFT SHOULDER",7,2,5
M71.021,"ABSCESS OF BURSA, RIGHT ELBOW",41,15,26
M71.022,"ABSCESS OF BURSA, LEFT ELBOW",58,30,28
M71.031,"ABSCESS OF BURSA, RIGHT WRIST",3,2,1
M71.032,"ABSCESS OF BURSA, LEFT WRIST",7,2,5
M71.041,"ABSCESS OF BURSA, RIGHT HAND",15,7,8
M71.042,"ABSCESS OF BURSA, LEFT HAND",7,2,5
M71.051,"ABSCESS OF BURSA, RIGHT HIP",15,3,12
M71.052,"ABSCESS OF BURSA, LEFT HIP",18,1,17
M71.061,"ABSCESS OF BURSA, RIGHT KNEE",57,26,31
M71.062,"ABSCESS OF BURSA, LEFT KNEE",46,16,30
M71.071,"ABSCESS OF BURSA, RIGHT ANKLE AND FOOT",57,5,52
M71.072,"ABSCESS OF BURSA, LEFT ANKLE AND FOOT",59,1,58
M71.08,"ABSCESS OF BURSA, OTHER SITE",6,1,5
M71.10,"OTHER INFECTIVE BURSITIS, UNSPECIFIED SITE",2,,2
M71.111,"OTHER INFECTIVE BURSITIS, RIGHT SHOULDER",8,4,4
M71.112,"OTHER INFECTIVE BURSITIS, LEFT SHOULDER",11,,11
M71.121,"OTHER INFECTIVE BURSITIS, RIGHT ELBOW",206,119,87
M71.122,"OTHER INFECTIVE BURSITIS, LEFT ELBOW",239,133,106
M71.142,"OTHER INFECTIVE BURSITIS, LEFT HAND",1,1,
M71.151,"OTHER INFECTIVE BURSITIS, RIGHT HIP",10,5,5
M71.152,"OTHER INFECTIVE BURSITIS, LEFT HIP",16,4,12
M71.161,"OTHER INFECTIVE BURSITIS, RIGHT KNEE",226,134,92
M71.162,"OTHER INFECTIVE BURSITIS, LEFT KNEE",202,127,75
M71.169,"OTHER INFECTIVE BURSITIS, UNSPECIFIED KNEE",4,1,3
M71.171,"OTHER INFECTIVE BURSITIS, RIGHT ANKLE AND FOOT",6,1,5
M71.172,"OTHER INFECTIVE BURSITIS, LEFT ANKLE AND FOOT",10,3,7
M71.18,"OTHER INFECTIVE BURSITIS, OTHER SITE",5,,5
M71.20,"SYNOVIAL CYST OF POPLITEAL SPACE [BAKER], UNSPECIFIED KNEE",353,3,350
M71.21,"SYNOVIAL CYST OF POPLITEAL SPACE [BAKER], RIGHT KNEE",604,16,588
M71.22,"SYNOVIAL CYST OF POPLITEAL SPACE [BAKER], LEFT KNEE",623,12,611
M71.30,"OTHER BURSAL CYST, UNSPECIFIED SITE",126,2,124
M71.311,"OTHER BURSAL CYST, RIGHT SHOULDER",9,1,8
M71.312,"OTHER BURSAL CYST, LEFT SHOULDER",5,2,3
M71.321,"OTHER BURSAL CYST, RIGHT ELBOW",2,,2
M71.331,"OTHER BURSAL CYST, RIGHT WRIST",1,,1
M71.332,"OTHER BURSAL CYST, LEFT WRIST",2,,2
M71.341,"OTHER BURSAL CYST, RIGHT HAND",2,,2
M71.349,"OTHER BURSAL CYST, UNSPECIFIED HAND",2,,2
M71.351,"OTHER BURSAL CYST, RIGHT HIP",4,,4
M71.352,"OTHER BURSAL CYST, LEFT HIP",5,,5
M71.371,"OTHER BURSAL CYST, RIGHT ANKLE AND FOOT",4,,4
M71.372,"OTHER BURSAL CYST, LEFT ANKLE AND FOOT",2,,2
M71.38,"OTHER BURSAL CYST, OTHER SITE",1419,152,1267
M71.39,"OTHER BURSAL CYST, MULTIPLE SITES",2,1,1
M71.40,"CALCIUM DEPOSIT IN BURSA, UNSPECIFIED SITE",1,,1
M71.421,"CALCIUM DEPOSIT IN BURSA, RIGHT ELBOW",1,,1
M71.422,"CALCIUM DEPOSIT IN BURSA, LEFT ELBOW",1,,1
M71.431,"CALCIUM DEPOSIT IN BURSA, RIGHT WRIST",1,,1
M71.441,"CALCIUM DEPOSIT IN BURSA, RIGHT HAND",1,,1
M71.48,"CALCIUM DEPOSIT IN BURSA, OTHER SITE",1,,1
M71.50,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED SITE",10,,10
M71.521,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, RIGHT ELBOW",16,7,9
M71.522,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, LEFT ELBOW",13,,13
M71.529,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED ELBOW",2,,2
M71.551,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, RIGHT HIP",34,4,30
M71.552,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, LEFT HIP",36,1,35
M71.559,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED HIP",4,,4
M71.561,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, RIGHT KNEE",43,9,34
M71.562,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, LEFT KNEE",25,5,20
M71.569,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED KNEE",1,,1
M71.571,"OTH BURSITIS, NOT ELSEWHERE CLASSIFIED, RIGHT ANKLE AND FOOT",9,,9
M71.572,"OTH BURSITIS, NOT ELSEWHERE CLASSIFIED, LEFT ANKLE AND FOOT",4,,4
M71.58,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, OTHER SITE",16,2,14
M71.812,"OTHER SPECIFIED BURSOPATHIES, LEFT SHOULDER",3,1,2
M71.819,"OTHER SPECIFIED BURSOPATHIES, UNSPECIFIED SHOULDER",1,,1
M71.821,"OTHER SPECIFIED BURSOPATHIES, RIGHT ELBOW",1,,1
M71.851,"OTHER SPECIFIED BURSOPATHIES, RIGHT HIP",3,,3
M71.852,"OTHER SPECIFIED BURSOPATHIES, LEFT HIP",1,1,
M71.861,"OTHER SPECIFIED BURSOPATHIES, RIGHT KNEE",1,,1
M71.862,"OTHER SPECIFIED BURSOPATHIES, LEFT KNEE",1,,1
M71.9,"BURSOPATHY, UNSPECIFIED",185,5,180
M72.0,PALMAR FASCIAL FIBROMATOSIS [DUPUYTREN],713,4,709
M72.1,KNUCKLE PADS,2,,2
M72.2,PLANTAR FASCIAL FIBROMATOSIS,1821,18,1803
M72.4,PSEUDOSARCOMATOUS FIBROMATOSIS,11,3,8
M72.6,NECROTIZING FASCIITIS,2987,481,2506
M72.8,OTHER FIBROBLASTIC DISORDERS,187,25,162
M72.9,"FIBROBLASTIC DISORDER, UNSPECIFIED",197,6,191
M75.00,ADHESIVE CAPSULITIS OF UNSPECIFIED SHOULDER,176,,176
M75.01,ADHESIVE CAPSULITIS OF RIGHT SHOULDER,454,13,441
M75.02,ADHESIVE CAPSULITIS OF LEFT SHOULDER,428,16,412
M75.100,"UNSP ROTATR-CUFF TEAR/RUPTR OF UNSP SHOULDER, NOT TRAUMA",458,2,456
M75.101,"UNSP ROTATR-CUFF TEAR/RUPTR OF RIGHT SHOULDER, NOT TRAUMA",2141,421,1720
M75.102,"UNSP ROTATR-CUFF TEAR/RUPTR OF LEFT SHOULDER, NOT TRAUMA",1383,239,1144
M75.110,"INCMPL ROTATR-CUFF TEAR/RUPTR OF UNSP SHOULDER, NOT TRAUMA",31,1,30
M75.111,"INCOMPLETE ROTATR-CUFF TEAR/RUPTR OF R SHOULDER, NOT TRAUMA",186,24,162
M75.112,"INCOMPLETE ROTATR-CUFF TEAR/RUPTR OF L SHOULDER, NOT TRAUMA",124,20,104
M75.120,"COMPLETE ROTATR-CUFF TEAR/RUPTR OF UNSP SHOULDER, NOT TRAUMA",44,4,40
M75.121,"COMPLETE ROTATR-CUFF TEAR/RUPTR OF R SHOULDER, NOT TRAUMA",570,217,353
M75.122,"COMPLETE ROTATR-CUFF TEAR/RUPTR OF LEFT SHOULDER, NOT TRAUMA",365,139,226
M75.20,"BICIPITAL TENDINITIS, UNSPECIFIED SHOULDER",68,,68
M75.21,"BICIPITAL TENDINITIS, RIGHT SHOULDER",580,5,575
M75.22,"BICIPITAL TENDINITIS, LEFT SHOULDER",459,4,455
M75.30,CALCIFIC TENDINITIS OF UNSPECIFIED SHOULDER,66,,66
M75.31,CALCIFIC TENDINITIS OF RIGHT SHOULDER,210,8,202
M75.32,CALCIFIC TENDINITIS OF LEFT SHOULDER,182,13,169
M75.40,IMPINGEMENT SYNDROME OF UNSPECIFIED SHOULDER,305,,305
M75.41,IMPINGEMENT SYNDROME OF RIGHT SHOULDER,517,18,499
M75.42,IMPINGEMENT SYNDROME OF LEFT SHOULDER,384,12,372
M75.50,BURSITIS OF UNSPECIFIED SHOULDER,66,1,65
M75.51,BURSITIS OF RIGHT SHOULDER,294,16,278
M75.52,BURSITIS OF LEFT SHOULDER,253,17,236
M75.80,"OTHER SHOULDER LESIONS, UNSPECIFIED SHOULDER",30,,30
M75.81,"OTHER SHOULDER LESIONS, RIGHT SHOULDER",87,1,86
M75.82,"OTHER SHOULDER LESIONS, LEFT SHOULDER",78,6,72
M75.90,"SHOULDER LESION, UNSPECIFIED, UNSPECIFIED SHOULDER",42,,42
M75.91,"SHOULDER LESION, UNSPECIFIED, RIGHT SHOULDER",162,4,158
M75.92,"SHOULDER LESION, UNSPECIFIED, LEFT SHOULDER",138,2,136
M76.00,"GLUTEAL TENDINITIS, UNSPECIFIED HIP",10,,10
M76.01,"GLUTEAL TENDINITIS, RIGHT HIP",27,5,22
M76.02,"GLUTEAL TENDINITIS, LEFT HIP",19,1,18
M76.10,"PSOAS TENDINITIS, UNSPECIFIED HIP",5,,5
M76.11,"PSOAS TENDINITIS, RIGHT HIP",14,3,11
M76.12,"PSOAS TENDINITIS, LEFT HIP",14,1,13
M76.21,"ILIAC CREST SPUR, RIGHT HIP",2,,2
M76.30,"ILIOTIBIAL BAND SYNDROME, UNSPECIFIED LEG",42,,42
M76.31,"ILIOTIBIAL BAND SYNDROME, RIGHT LEG",64,5,59
M76.32,"ILIOTIBIAL BAND SYNDROME, LEFT LEG",56,5,51
M76.41,"TIBIAL COLLATERAL BURSITIS [PELLEGRINI-STIEDA], RIGHT LEG",2,,2
M76.42,"TIBIAL COLLATERAL BURSITIS [PELLEGRINI-STIEDA], LEFT LEG",5,,5
M76.50,"PATELLAR TENDINITIS, UNSPECIFIED KNEE",15,,15
M76.51,"PATELLAR TENDINITIS, RIGHT KNEE",29,3,26
M76.52,"PATELLAR TENDINITIS, LEFT KNEE",30,2,28
M76.60,"ACHILLES TENDINITIS, UNSPECIFIED LEG",88,1,87
M76.61,"ACHILLES TENDINITIS, RIGHT LEG",133,8,125
M76.62,"ACHILLES TENDINITIS, LEFT LEG",138,8,130
M76.70,"PERONEAL TENDINITIS, UNSPECIFIED LEG",8,,8
M76.71,"PERONEAL TENDINITIS, RIGHT LEG",26,1,25
M76.72,"PERONEAL TENDINITIS, LEFT LEG",29,1,28
M76.811,"ANTERIOR TIBIAL SYNDROME, RIGHT LEG",9,1,8
M76.812,"ANTERIOR TIBIAL SYNDROME, LEFT LEG",8,1,7
M76.819,"ANTERIOR TIBIAL SYNDROME, UNSPECIFIED LEG",2,,2
M76.821,"POSTERIOR TIBIAL TENDINITIS, RIGHT LEG",57,12,45
M76.822,"POSTERIOR TIBIAL TENDINITIS, LEFT LEG",51,13,38
M76.829,"POSTERIOR TIBIAL TENDINITIS, UNSPECIFIED LEG",9,,9
M76.891,"OTH ENTHESOPATHIES OF RIGHT LOWER LIMB, EXCLUDING FOOT",77,6,71
M76.892,"OTH ENTHESOPATHIES OF LEFT LOWER LIMB, EXCLUDING FOOT",66,3,63
M76.899,"OTH ENTHESOPATHIES OF UNSPECIFIED LOWER LIMB, EXCLUDING FOOT",12,,12
M76.9,"UNSPECIFIED ENTHESOPATHY, LOWER LIMB, EXCLUDING FOOT",107,6,101
M77.00,"MEDIAL EPICONDYLITIS, UNSPECIFIED ELBOW",22,,22
M77.01,"MEDIAL EPICONDYLITIS, RIGHT ELBOW",24,,24
M77.02,"MEDIAL EPICONDYLITIS, LEFT ELBOW",20,,20
M77.10,"LATERAL EPICONDYLITIS, UNSPECIFIED ELBOW",87,,87
M77.11,"LATERAL EPICONDYLITIS, RIGHT ELBOW",96,1,95
M77.12,"LATERAL EPICONDYLITIS, LEFT ELBOW",73,3,70
M77.30,"CALCANEAL SPUR, UNSPECIFIED FOOT",275,,275
M77.31,"CALCANEAL SPUR, RIGHT FOOT",202,1,201
M77.32,"CALCANEAL SPUR, LEFT FOOT",205,3,202
M77.40,"METATARSALGIA, UNSPECIFIED FOOT",39,,39
M77.41,"METATARSALGIA, RIGHT FOOT",85,,85
M77.42,"METATARSALGIA, LEFT FOOT",78,2,76
M77.50,OTHER ENTHESOPATHY OF UNSPECIFIED FOOT,28,,28
M77.51,OTHER ENTHESOPATHY OF RIGHT FOOT,79,1,78
M77.52,OTHER ENTHESOPATHY OF LEFT FOOT,60,2,58
M77.8,"OTHER ENTHESOPATHIES, NOT ELSEWHERE CLASSIFIED",149,2,147
M77.9,"ENTHESOPATHY, UNSPECIFIED",932,5,927
M79.0,"RHEUMATISM, UNSPECIFIED",60,1,59
M79.1,MYALGIA,4635,127,4508
M79.10,"MYALGIA, UNSPECIFIED SITE",1211,14,1197
M79.12,"MYALGIA OF AUXILIARY MUSCLES, HEAD AND NECK",40,,40
M79.18,"MYALGIA, OTHER SITE",520,28,492
M79.2,"NEURALGIA AND NEURITIS, UNSPECIFIED",1769,56,1713
M79.3,"PANNICULITIS, UNSPECIFIED",902,125,777
M79.4,HYPERTROPHY OF (INFRAPATELLAR) FAT PAD,11,,11
M79.5,RESIDUAL FOREIGN BODY IN SOFT TISSUE,542,36,506
M79.601,PAIN IN RIGHT ARM,1046,18,1028
M79.602,PAIN IN LEFT ARM,1285,43,1242
M79.603,"PAIN IN ARM, UNSPECIFIED",134,2,132
M79.604,PAIN IN RIGHT LEG,3265,72,3193
M79.605,PAIN IN LEFT LEG,3216,107,3109
M79.606,"PAIN IN LEG, UNSPECIFIED",1132,18,1114
M79.609,PAIN IN UNSPECIFIED LIMB,84,,84
M79.621,PAIN IN RIGHT UPPER ARM,224,3,221
M79.622,PAIN IN LEFT UPPER ARM,275,13,262
M79.629,PAIN IN UNSPECIFIED UPPER ARM,18,,18
M79.631,PAIN IN RIGHT FOREARM,149,1,148
M79.632,PAIN IN LEFT FOREARM,167,4,163
M79.639,PAIN IN UNSPECIFIED FOREARM,7,,7
M79.641,PAIN IN RIGHT HAND,813,2,811
M79.642,PAIN IN LEFT HAND,641,4,637
M79.643,PAIN IN UNSPECIFIED HAND,86,,86
M79.644,PAIN IN RIGHT FINGER(S),148,2,146
M79.645,PAIN IN LEFT FINGER(S),140,2,138
M79.646,PAIN IN UNSPECIFIED FINGER(S),14,,14
M79.651,PAIN IN RIGHT THIGH,689,23,666
M79.652,PAIN IN LEFT THIGH,618,20,598
M79.659,PAIN IN UNSPECIFIED THIGH,36,,36
M79.661,PAIN IN RIGHT LOWER LEG,1289,38,1251
M79.662,PAIN IN LEFT LOWER LEG,1387,50,1337
M79.669,PAIN IN UNSPECIFIED LOWER LEG,153,2,151
M79.671,PAIN IN RIGHT FOOT,1845,20,1825
M79.672,PAIN IN LEFT FOOT,1829,27,1802
M79.673,PAIN IN UNSPECIFIED FOOT,394,1,393
M79.674,PAIN IN RIGHT TOE(S),243,2,241
M79.675,PAIN IN LEFT TOE(S),224,1,223
M79.676,PAIN IN UNSPECIFIED TOE(S),54,,54
M79.7,FIBROMYALGIA,34886,132,34754
M79.81,NONTRAUMATIC HEMATOMA OF SOFT TISSUE,2413,549,1864
M79.89,OTHER SPECIFIED SOFT TISSUE DISORDERS,5816,142,5674
M79.9,"SOFT TISSUE DISORDER, UNSPECIFIED",154,16,138
M79.A11,NONTRAUMATIC COMPARTMENT SYNDROME OF RIGHT UPPER EXTREMITY,92,15,77
M79.A12,NONTRAUMATIC COMPARTMENT SYNDROME OF LEFT UPPER EXTREMITY,88,15,73
M79.A21,NONTRAUMATIC COMPARTMENT SYNDROME OF RIGHT LOWER EXTREMITY,202,33,169
M79.A22,NONTRAUMATIC COMPARTMENT SYNDROME OF LEFT LOWER EXTREMITY,187,26,161
M79.A29,NONTRAUMATIC COMPARTMENT SYNDROME OF UNSP LOWER EXTREMITY,6,,6
M79.A3,NONTRAUMATIC COMPARTMENT SYNDROME OF ABDOMEN,380,2,378
M79.A9,NONTRAUMATIC COMPARTMENT SYNDROME OF OTHER SITES,31,2,29
M80.00XA,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, UNSP SITE, INIT",303,35,268
M80.00XD,"AGE-REL OSTEOPOR W CRNT PATH FX, UNSP SITE, 7THD",48,1,47
M80.00XG,"AGE-REL OSTEOPOR W CRNT PATH FX, UNSP SITE, 7THG",1,,1
M80.00XS,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, UNSP SITE, SEQUELA",8,,8
M80.011A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, R SHOULDER, INIT",10,3,7
M80.011D,"AGE-REL OSTEOPOR W CRNT PATH FX, R SHLDR, 7THD",5,,5
M80.012A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, L SHOULDER, INIT",10,2,8
M80.012D,"AGE-REL OSTEOPOR W CRNT PATH FX, L SHLDR, 7THD",4,,4
M80.019A,"AGE-REL OSTEOPOR W CURRENT PATH FX, UNSP SHOULDER, INIT",2,,2
M80.019K,"AGE-REL OSTEOPOR W CRNT PATH FX, UNSP SHLDR, 7THK",1,,1
M80.021A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, R HUMERUS, INIT",54,24,30
M80.021D,"AGE-REL OSTEOPOR W CRNT PATH FX, R HUMER, 7THD",4,,4
M80.021G,"AGE-REL OSTEOPOR W CRNT PATH FX, R HUMER, 7THG",1,,1
M80.021P,"AGE-REL OSTEOPOR W CRNT PATH FX, R HUMER, 7THP",2,,2
M80.021S,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, R HUMERUS, SEQUELA",1,,1
M80.022A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, L HUMERUS, INIT",47,27,20
M80.022D,"AGE-REL OSTEOPOR W CRNT PATH FX, L HUMER, 7THD",10,,10
M80.022K,"AGE-REL OSTEOPOR W CRNT PATH FX, L HUMER, 7THK",1,,1
M80.022S,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, L HUMERUS, SEQUELA",2,,2
M80.029A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, UNSP HUMERUS, INIT",1,,1
M80.031A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, R FOREARM, INIT",31,17,14
M80.031D,"AGE-REL OSTEOPOR W CRNT PATH FX, R FOREARM, 7THD",2,,2
M80.032A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, L FOREARM, INIT",31,8,23
M80.032D,"AGE-REL OSTEOPOR W CRNT PATH FX, L FOREARM, 7THD",1,,1
M80.032K,"AGE-REL OSTEOPOR W CRNT PATH FX, L FOREARM, 7THK",1,,1
M80.032P,"AGE-REL OSTEOPOR W CRNT PATH FX, L FOREARM, 7THP",1,,1
M80.039A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, UNSP FOREARM, INIT",2,,2
M80.039D,"AGE-REL OSTEOPOR W CRNT PATH FX, UNSP FOREARM, 7THD",1,,1
M80.041A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, RIGHT HAND, INIT",1,,1
M80.042A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, LEFT HAND, INIT",4,,4
M80.042D,"AGE-REL OSTEOPOR W CRNT PATH FX, L HAND, 7THD",1,,1
M80.042G,"AGE-REL OSTEOPOR W CRNT PATH FX, L HAND, 7THG",1,,1
M80.051A,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, RIGHT FEMUR, INIT",1008,776,232
M80.051D,"AGE-REL OSTEOPOR W CRNT PATH FX, R FEMR, 7THD",74,20,54
M80.051G,"AGE-REL OSTEOPOR W CRNT PATH FX, R FEMR, 7THG",3,,3
M80.051K,"AGE-REL OSTEOPOR W CRNT PATH FX, R FEMR, 7THK",10,2,8
M80.051P,"AGE-REL OSTEOPOR W CRNT PATH FX, R FEMR, 7THP",3,,3
M80.051S,"AGE-REL OSTEOPOR W CURRENT PATH FRACTURE, R FEMUR, SEQUELA",3,1,2
