ProcedureCode,ProcedureDesc,TotalProc,PrimaryProc,SecondProc
021V0JR,"BYPASS SUP VENA CAVA TO L PULM ART W SYNTH SUB, OPEN",1,,1
021V0JS,"BYPASS SUP VENA CAVA TO R PULM VN W SYNTH SUB, OPEN",3,1,2
021V0KQ,"BYPASS SUP VENA CAVA TO R PULM ART W NONAUT SUB, OPEN",3,3,
021V0ZQ,"BYPASS SUPERIOR VENA CAVA TO R PULM ART, OPEN APPROACH",142,115,27
021V0ZR,"BYPASS SUPERIOR VENA CAVA TO L PULM ART, OPEN APPROACH",31,2,29
021V0ZS,"BYPASS SUPERIOR VENA CAVA TO R PULM VN, OPEN APPROACH",1,1,
021V0ZT,"BYPASS SUPERIOR VENA CAVA TO L PULM VN, OPEN APPROACH",1,1,
021V0ZU,"BYPASS SUPERIOR VENA CAVA TO PULM VN CNFL, OPEN APPROACH",8,5,3
021W0AQ,"BYPASS THOR AORTA DESC TO R PULM ART W AUTOL ART, OPEN",1,1,
021W0JB,"BYPASS THOR AORTA DESC TO SUBCLAV W SYNTH SUB, OPEN",2,,2
021W0JD,"BYPASS THOR AORTA DESC TO CAROTID W SYNTH SUB, OPEN",1,,1
021W0JF,"BYPASS THOR AORTA DESC TO ABD ART W SYNTH SUB, OPEN",2,1,1
021W0JG,"BYPASS THOR AORTA DESC TO AXILLA ART W SYNTH SUB, OPEN",1,,1
021W0JH,"BYPASS THOR AORTA DESC TO BRACH ART W SYNTH SUB, OPEN",2,1,1
021W0JP,"BYPASS THOR AORTA DESC TO PULM TRUNK W SYNTH SUB, OPEN",1,1,
021W0JQ,"BYPASS THOR AORTA DESC TO R PULM ART W SYNTH SUB, OPEN",3,1,2
021W0JR,"BYPASS THOR AORTA DESC TO L PULM ART W SYNTH SUB, OPEN",1,1,
021W0KH,"BYPASS THOR AORTA DESC TO BRACH ART W NONAUT SUB, OPEN",1,,1
021W0ZP,"BYPASS THOR AORTA DESC TO PULM TRUNK, OPEN APPROACH",1,1,
021W0ZR,"BYPASS THOR AORTA DESC TO L PULM ART, OPEN APPROACH",1,,1
021X0AB,"BYPASS THOR AORTA ASC TO SUBCLAV W AUTOL ART, OPEN",1,,1
021X0JB,"BYPASS THOR AORTA ASC TO SUBCLAV W SYNTH SUB, OPEN",14,1,13
021X0JD,"BYPASS THOR AORTA ASC TO CAROTID W SYNTH SUB, OPEN",17,3,14
021X0JP,"BYPASS THOR AORTA ASC TO PULM TRUNK W SYNTH SUB, OPEN",24,10,14
021X0JQ,"BYPASS THOR AORTA ASC TO R PULM ART W SYNTH SUB, OPEN",10,3,7
021X0JR,"BYPASS THOR AORTA ASC TO L PULM ART W SYNTH SUB, OPEN",3,1,2
021X0KP,"BYPASS THOR AORTA ASC TO PULM TRUNK W NONAUT SUB, OPEN",6,2,4
021X0KQ,"BYPASS THOR AORTA ASC TO R PULM ART W NONAUT SUB, OPEN",2,1,1
021X0KR,"BYPASS THOR AORTA ASC TO L PULM ART W NONAUT SUB, OPEN",2,1,1
021X0ZB,"BYPASS THOR AORTA ASC TO SUBCLAV, OPEN APPROACH",6,,6
021X0ZD,"BYPASS THOR AORTA ASC TO CAROTID, OPEN APPROACH",3,,3
021X0ZP,"BYPASS THOR AORTA ASC TO PULM TRUNK, OPEN APPROACH",13,7,6
021X0ZQ,"BYPASS THOR AORTA ASC TO R PULM ART, OPEN APPROACH",3,1,2
021X0ZR,"BYPASS THOR AORTA ASC TO L PULM ART, OPEN APPROACH",1,,1
024F07J,"CREATE AORT VALVE FROM TRUNC VLV W AUTOL SUB, OPEN",1,,1
024F08J,"CREATE AORT VALVE FROM TRUNC VLV W ZOOPLASTIC, OPEN",1,1,
024F0KJ,"CREATE AORT VALVE FROM TRUNC VLV W NONAUT SUB, OPEN",1,1,
024G072,"CREATE MITRAL VALVE FROM COMN AV VALVE W AUTOL SUB, OPEN",9,3,6
024G082,"CREATE MITRAL VALVE FROM COMN AV VALVE W ZOOPLASTIC, OPEN",3,2,1
024G0J2,"CREATE MITRAL VALVE FROM COMN AV VALVE W SYNTH SUB, OPEN",8,3,5
024G0K2,"CREATE MITRAL VALVE FROM COMN AV VALVE W NONAUT SUB, OPEN",2,2,
024J072,"CREATE TRICUSP VALVE FROM COMN AV VALVE W AUTOL SUB, OPEN",10,1,9
024J082,"CREATE TRICUSP VALVE FROM COMN AV VALVE W ZOOPLASTIC, OPEN",3,,3
024J0J2,"CREATE TRICUSP VALVE FROM COMN AV VALVE W SYNTH SUB, OPEN",7,,7
02540ZZ,"DESTRUCTION OF CORONARY VEIN, OPEN APPROACH",1,,1
02543ZZ,"DESTRUCTION OF CORONARY VEIN, PERCUTANEOUS APPROACH",2,1,1
02550ZZ,"DESTRUCTION OF ATRIAL SEPTUM, OPEN APPROACH",3,,3
02553ZZ,"DESTRUCTION OF ATRIAL SEPTUM, PERCUTANEOUS APPROACH",30,22,8
02554ZZ,"DESTRUCTION OF ATRIAL SEPTUM, PERC ENDO APPROACH",1,1,
02560ZZ,"DESTRUCTION OF RIGHT ATRIUM, OPEN APPROACH",44,1,43
02563ZZ,"DESTRUCTION OF RIGHT ATRIUM, PERCUTANEOUS APPROACH",112,66,46
02564ZZ,"DESTRUCTION OF RIGHT ATRIUM, PERC ENDO APPROACH",6,6,
02570ZK,"DESTRUCTION OF LEFT ATRIAL APPENDAGE, OPEN APPROACH",230,2,228
02570ZZ,"DESTRUCTION OF LEFT ATRIUM, OPEN APPROACH",64,10,54
02573ZK,"DESTRUCTION OF LEFT ATRIAL APPENDAGE, PERCUTANEOUS APPROACH",72,22,50
02573ZZ,"DESTRUCTION OF LEFT ATRIUM, PERCUTANEOUS APPROACH",93,50,43
02574ZK,"DESTRUCTION OF LEFT ATRIAL APPENDAGE, PERC ENDO APPROACH",25,5,20
02574ZZ,"DESTRUCTION OF LEFT ATRIUM, PERCUTANEOUS ENDOSCOPIC APPROACH",14,6,8
02580ZZ,"DESTRUCTION OF CONDUCTION MECHANISM, OPEN APPROACH",1239,157,1082
02583ZZ,"DESTRUCTION OF CONDUCTION MECHANISM, PERCUTANEOUS APPROACH",3618,2349,1269
02584ZZ,"DESTRUCTION OF CONDUCTION MECHANISM, PERC ENDO APPROACH",248,212,36
02590ZZ,"DESTRUCTION OF CHORDAE TENDINEAE, OPEN APPROACH",10,,10
025D3ZZ,"DESTRUCTION OF PAPILLARY MUSCLE, PERCUTANEOUS APPROACH",1,1,
025G3ZZ,"DESTRUCTION OF MITRAL VALVE, PERCUTANEOUS APPROACH",4,,4
025H3ZZ,"DESTRUCTION OF PULMONARY VALVE, PERCUTANEOUS APPROACH",1,,1
025J0ZZ,"DESTRUCTION OF TRICUSPID VALVE, OPEN APPROACH",2,1,1
025J3ZZ,"DESTRUCTION OF TRICUSPID VALVE, PERCUTANEOUS APPROACH",7,3,4
025J4ZZ,"DESTRUCTION OF TRICUSPID VALVE, PERC ENDO APPROACH",1,1,
025K0ZZ,"DESTRUCTION OF RIGHT VENTRICLE, OPEN APPROACH",2,,2
025K3ZZ,"DESTRUCTION OF RIGHT VENTRICLE, PERCUTANEOUS APPROACH",14,7,7
025L0ZZ,"DESTRUCTION OF LEFT VENTRICLE, OPEN APPROACH",2,1,1
025L3ZZ,"DESTRUCTION OF LEFT VENTRICLE, PERCUTANEOUS APPROACH",16,10,6
025L4ZZ,"DESTRUCTION OF LEFT VENTRICLE, PERC ENDO APPROACH",1,1,
025M3ZZ,"DESTRUCTION OF VENTRICULAR SEPTUM, PERCUTANEOUS APPROACH",38,29,9
025N0ZZ,"DESTRUCTION OF PERICARDIUM, OPEN APPROACH",3,,3
025N4ZZ,"DESTRUCTION OF PERICARDIUM, PERCUTANEOUS ENDOSCOPIC APPROACH",3,2,1
025Q0ZZ,"DESTRUCTION OF RIGHT PULMONARY ARTERY, OPEN APPROACH",2,,2
025Q4ZZ,"DESTRUCTION OF RIGHT PULMONARY ARTERY, PERC ENDO APPROACH",1,,1
025R0ZZ,"DESTRUCTION OF LEFT PULMONARY ARTERY, OPEN APPROACH",2,,2
025S0ZZ,"DESTRUCTION OF RIGHT PULMONARY VEIN, OPEN APPROACH",68,,68
025S3ZZ,"DESTRUCTION OF RIGHT PULMONARY VEIN, PERCUTANEOUS APPROACH",19,6,13
025S4ZZ,"DESTRUCTION OF RIGHT PULMONARY VEIN, PERC ENDO APPROACH",7,1,6
025T0ZZ,"DESTRUCTION OF LEFT PULMONARY VEIN, OPEN APPROACH",76,1,75
025T3ZZ,"DESTRUCTION OF LEFT PULMONARY VEIN, PERCUTANEOUS APPROACH",21,10,11
025T4ZZ,"DESTRUCTION OF LEFT PULMONARY VEIN, PERC ENDO APPROACH",5,2,3
025V0ZZ,"DESTRUCTION OF SUPERIOR VENA CAVA, OPEN APPROACH",1,,1
025X0ZZ,"DESTRUCTION OF THORACIC AORTA, ASCENDING/ARCH, OPEN APPROACH",1,,1
025X3ZZ,"DESTRUCTION OF THORACIC AORTA, ASCENDING/ARCH, PERC APPROACH",1,1,
027004Z,"DILATION OF 1 COR ART WITH DRUG-ELUT INTRA, OPEN APPROACH",17,15,2
027005Z,"DILATION OF 1 COR ART WITH 2 DRUG-ELUT, OPEN APPROACH",3,2,1
027006Z,"DILATION OF 1 COR ART WITH 3 DRUG-ELUT, OPEN APPROACH",2,1,1
02700DZ,"DILATION OF 1 COR ART WITH INTRALUM DEV, OPEN APPROACH",2,1,1
02700FZ,"DILATION OF 1 COR ART WITH 3 INTRALUM DEV, OPEN APPROACH",1,1,
02700Z6,"DILATION OF 1 COR ART, BIFURC, OPEN APPROACH",1,,1
02700ZZ,"DILATION OF CORONARY ARTERY, ONE ARTERY, OPEN APPROACH",7,3,4
0270346,"DILATE 1 COR ART, BIFURC, W DRUG-ELUT INTRA, PERC",578,426,152
027034Z,"DILATION OF 1 COR ART WITH DRUG-ELUT INTRA, PERC APPROACH",22023,17849,4174
0270356,"DILATE OF 1 COR ART, BIFURC, WITH 2 DRUG-ELUT, PERC APPROACH",208,154,54
027035Z,"DILATION OF 1 COR ART WITH 2 DRUG-ELUT, PERC APPROACH",5401,4334,1067
0270366,"DILATE OF 1 COR ART, BIFURC, WITH 3 DRUG-ELUT, PERC APPROACH",69,48,21
027036Z,"DILATION OF 1 COR ART WITH 3 DRUG-ELUT, PERC APPROACH",1318,1025,293
0270376,"DILATE OF 1 COR ART, BIFURC, WITH 4 DRUG-ELUT, PERC APPROACH",18,14,4
027037Z,"DILATION OF 1 COR ART WITH 4 DRUG-ELUT, PERC APPROACH",298,235,63
02703D6,"DILATE 1 COR ART, BIFURC, W INTRALUM DEV, PERC",30,8,22
02703DZ,"DILATION OF 1 COR ART WITH INTRALUM DEV, PERC APPROACH",1355,940,415
02703E6,"DILATE 1 COR ART, BIFURC, W 2 INTRALUM DEV, PERC",7,6,1
02703EZ,"DILATION OF 1 COR ART WITH 2 INTRALUM DEV, PERC APPROACH",253,172,81
02703F6,"DILATE 1 COR ART, BIFURC, W 3 INTRALUM DEV, PERC",1,,1
02703FZ,"DILATION OF 1 COR ART WITH 3 INTRALUM DEV, PERC APPROACH",50,31,19
02703G6,"DILATE 1 COR ART, BIFURC, W 4+ INTRALUM DEV, PERC",3,3,
02703GZ,"DILATION OF 1 COR ART WITH 4+ INTRALUM DEV, PERC APPROACH",19,12,7
02703TZ,"DILATION OF 1 COR ART WITH RADIOACT INTRALUM, PERC APPROACH",8,6,2
02703Z6,"DILATION OF 1 COR ART, BIFURC, PERC APPROACH",189,34,155
02703ZZ,"DILATION OF CORONARY ARTERY, ONE ARTERY, PERC APPROACH",4216,1508,2708
0270446,"DILATE 1 COR ART, BIFURC, W DRUG-ELUT INTRA, PERC ENDO",2,1,1
027044Z,"DILATE OF 1 COR ART WITH DRUG-ELUT INTRA, PERC ENDO APPROACH",24,21,3
027045Z,"DILATION OF 1 COR ART WITH 2 DRUG-ELUT, PERC ENDO APPROACH",3,2,1
027046Z,"DILATION OF 1 COR ART WITH 3 DRUG-ELUT, PERC ENDO APPROACH",2,2,
02704DZ,"DILATION OF 1 COR ART WITH INTRALUM DEV, PERC ENDO APPROACH",6,3,3
02704EZ,"DILATE OF 1 COR ART WITH 2 INTRALUM DEV, PERC ENDO APPROACH",1,1,
02704ZZ,"DILATION OF CORONARY ARTERY, ONE ARTERY, PERC ENDO APPROACH",17,4,13
027104Z,"DILATION OF 2 COR ART WITH DRUG-ELUT INTRA, OPEN APPROACH",1,1,
0271056,"DILATE OF 2 COR ART, BIFURC, WITH 2 DRUG-ELUT, OPEN APPROACH",1,1,
027105Z,"DILATION OF 2 COR ART WITH 2 DRUG-ELUT, OPEN APPROACH",2,2,
027107Z,"DILATION OF 2 COR ART WITH 4 DRUG-ELUT, OPEN APPROACH",2,,2
02710EZ,"DILATION OF 2 COR ART WITH 2 INTRALUM DEV, OPEN APPROACH",1,,1
0271346,"DILATE 2 COR ART, BIFURC, W DRUG-ELUT INTRA, PERC",61,46,15
027134Z,"DILATION OF 2 COR ART WITH DRUG-ELUT INTRA, PERC APPROACH",300,242,58
0271356,"DILATE OF 2 COR ART, BIFURC, WITH 2 DRUG-ELUT, PERC APPROACH",307,233,74
027135Z,"DILATION OF 2 COR ART WITH 2 DRUG-ELUT, PERC APPROACH",3979,3129,850
0271366,"DILATE OF 2 COR ART, BIFURC, WITH 3 DRUG-ELUT, PERC APPROACH",119,88,31
027136Z,"DILATION OF 2 COR ART WITH 3 DRUG-ELUT, PERC APPROACH",1259,977,282
0271376,"DILATE OF 2 COR ART, BIFURC, WITH 4 DRUG-ELUT, PERC APPROACH",51,41,10
027137Z,"DILATION OF 2 COR ART WITH 4 DRUG-ELUT, PERC APPROACH",573,429,144
02713D6,"DILATE 2 COR ART, BIFURC, W INTRALUM DEV, PERC",1,1,
02713DZ,"DILATION OF 2 COR ART WITH INTRALUM DEV, PERC APPROACH",23,15,8
02713E6,"DILATE 2 COR ART, BIFURC, W 2 INTRALUM DEV, PERC",8,3,5
02713EZ,"DILATION OF 2 COR ART WITH 2 INTRALUM DEV, PERC APPROACH",136,92,44
02713F6,"DILATE 2 COR ART, BIFURC, W 3 INTRALUM DEV, PERC",1,,1
02713FZ,"DILATION OF 2 COR ART WITH 3 INTRALUM DEV, PERC APPROACH",35,22,13
02713GZ,"DILATION OF 2 COR ART WITH 4+ INTRALUM DEV, PERC APPROACH",13,10,3
02713TZ,"DILATION OF 2 COR ART WITH RADIOACT INTRALUM, PERC APPROACH",2,1,1
02713Z6,"DILATION OF 2 COR ART, BIFURC, PERC APPROACH",53,12,41
02713ZZ,"DILATION OF CORONARY ARTERY, TWO ARTERIES, PERC APPROACH",364,121,243
027145Z,"DILATION OF 2 COR ART WITH 2 DRUG-ELUT, PERC ENDO APPROACH",6,5,1
0271466,"DILATE 2 COR ART, BIFURC, W 3 DRUG-ELUT, PERC ENDO",1,1,
027146Z,"DILATION OF 2 COR ART WITH 3 DRUG-ELUT, PERC ENDO APPROACH",1,,1
027147Z,"DILATION OF 2 COR ART WITH 4 DRUG-ELUT, PERC ENDO APPROACH",1,,1
02714EZ,"DILATE OF 2 COR ART WITH 2 INTRALUM DEV, PERC ENDO APPROACH",1,,1
02714ZZ,"DILATION OF 2 COR ART, PERC ENDO APPROACH",1,1,
027207Z,"DILATION OF 3 COR ART WITH 4 DRUG-ELUT, OPEN APPROACH",1,1,
0272346,"DILATE 3 COR ART, BIFURC, W DRUG-ELUT INTRA, PERC",3,1,2
027234Z,"DILATION OF 3 COR ART WITH DRUG-ELUT INTRA, PERC APPROACH",34,24,10
0272356,"DILATE OF 3 COR ART, BIFURC, WITH 2 DRUG-ELUT, PERC APPROACH",19,9,10
027235Z,"DILATION OF 3 COR ART WITH 2 DRUG-ELUT, PERC APPROACH",39,23,16
0272366,"DILATE OF 3 COR ART, BIFURC, WITH 3 DRUG-ELUT, PERC APPROACH",50,38,12
027236Z,"DILATION OF 3 COR ART WITH 3 DRUG-ELUT, PERC APPROACH",581,426,155
0272376,"DILATE OF 3 COR ART, BIFURC, WITH 4 DRUG-ELUT, PERC APPROACH",38,24,14
027237Z,"DILATION OF 3 COR ART WITH 4 DRUG-ELUT, PERC APPROACH",360,248,112
02723D6,"DILATE 3 COR ART, BIFURC, W INTRALUM DEV, PERC",1,,1
02723DZ,"DILATION OF 3 COR ART WITH INTRALUM DEV, PERC APPROACH",4,3,1
02723EZ,"DILATION OF 3 COR ART WITH 2 INTRALUM DEV, PERC APPROACH",1,1,
02723FZ,"DILATION OF 3 COR ART WITH 3 INTRALUM DEV, PERC APPROACH",17,12,5
02723G6,"DILATE 3 COR ART, BIFURC, W 4+ INTRALUM DEV, PERC",1,,1
02723GZ,"DILATION OF 3 COR ART WITH 4+ INTRALUM DEV, PERC APPROACH",9,6,3
02723Z6,"DILATION OF 3 COR ART, BIFURC, PERC APPROACH",4,2,2
02723ZZ,"DILATION OF CORONARY ARTERY, THREE ARTERIES, PERC APPROACH",41,19,22
02724FZ,"DILATE OF 3 COR ART WITH 3 INTRALUM DEV, PERC ENDO APPROACH",1,,1
027334Z,"DILATION OF 4+ COR ART WITH DRUG-ELUT INTRA, PERC APPROACH",3,2,1
027335Z,"DILATION OF 4+ COR ART WITH 2 DRUG-ELUT, PERC APPROACH",2,1,1
027336Z,"DILATION OF 4+ COR ART WITH 3 DRUG-ELUT, PERC APPROACH",6,4,2
0273376,"DILATE 4+ COR ART, BIFURC, W 4 DRUG-ELUT, PERC",20,12,8
027337Z,"DILATION OF 4+ COR ART WITH 4 DRUG-ELUT, PERC APPROACH",148,97,51
02733DZ,"DILATION OF 4+ COR ART WITH INTRALUM DEV, PERC APPROACH",1,,1
02733GZ,"DILATION OF 4+ COR ART WITH 4+ INTRALUM DEV, PERC APPROACH",6,5,1
02733Z6,"DILATION OF 4+ COR ART, BIFURC, PERC APPROACH",1,,1
02733ZZ,"DILATION OF 4+ COR ART, PERC APPROACH",17,5,12
027345Z,"DILATION OF 4+ COR ART WITH 2 DRUG-ELUT, PERC ENDO APPROACH",1,1,
027347Z,"DILATION OF 4+ COR ART WITH 4 DRUG-ELUT, PERC ENDO APPROACH",1,,1
027F0ZZ,"DILATION OF AORTIC VALVE, OPEN APPROACH",8,6,2
027F34Z,"DILATION OF AORTIC VALVE WITH DRUG-ELUT INTRA, PERC APPROACH",1,,1
027F3DZ,"DILATION OF AORTIC VALVE WITH INTRALUM DEV, PERC APPROACH",3,,3
027F3ZZ,"DILATION OF AORTIC VALVE, PERCUTANEOUS APPROACH",460,221,239
027F4ZZ,"DILATION OF AORTIC VALVE, PERCUTANEOUS ENDOSCOPIC APPROACH",4,2,2
027G0ZZ,"DILATION OF MITRAL VALVE, OPEN APPROACH",1,,1
027G3ZZ,"DILATION OF MITRAL VALVE, PERCUTANEOUS APPROACH",34,28,6
027H0ZZ,"DILATION OF PULMONARY VALVE, OPEN APPROACH",32,12,20
027H34Z,"DILATION OF PULM VALVE WITH DRUG-ELUT INTRA, PERC APPROACH",2,1,1
027H3DZ,"DILATION OF PULMONARY VALVE WITH INTRALUM DEV, PERC APPROACH",10,5,5
027H3ZZ,"DILATION OF PULMONARY VALVE, PERCUTANEOUS APPROACH",101,74,27
027H4ZZ,"DILATION OF PULMONARY VALVE, PERC ENDO APPROACH",1,,1
027J0DZ,"DILATION OF TRICUSPID VALVE WITH INTRALUM DEV, OPEN APPROACH",1,,1
027J3ZZ,"DILATION OF TRICUSPID VALVE, PERCUTANEOUS APPROACH",2,1,1
027K0ZZ,"DILATION OF RIGHT VENTRICLE, OPEN APPROACH",9,,9
027K34Z,"DILATION OF R VENTRICLE WITH DRUG-ELUT INTRA, PERC APPROACH",1,,1
027K3DZ,"DILATION OF RIGHT VENTRICLE WITH INTRALUM DEV, PERC APPROACH",16,5,11
027K3ZZ,"DILATION OF RIGHT VENTRICLE, PERCUTANEOUS APPROACH",6,2,4
027L0DZ,"DILATION OF LEFT VENTRICLE WITH INTRALUM DEV, OPEN APPROACH",1,,1
027L0ZZ,"DILATION OF LEFT VENTRICLE, OPEN APPROACH",167,66,101
027L3DZ,"DILATION OF LEFT VENTRICLE WITH INTRALUM DEV, PERC APPROACH",1,1,
027L3ZZ,"DILATION OF LEFT VENTRICLE, PERCUTANEOUS APPROACH",4,1,3
027P0DZ,"DILATION OF PULMONARY TRUNK WITH INTRALUM DEV, OPEN APPROACH",2,,2
027P0ZZ,"DILATION OF PULMONARY TRUNK, OPEN APPROACH",3,,3
027P34Z,"DILATION OF PULM TRUNK WITH DRUG-ELUT INTRA, PERC APPROACH",2,,2
027P3DZ,"DILATION OF PULMONARY TRUNK WITH INTRALUM DEV, PERC APPROACH",25,6,19
027P3ZZ,"DILATION OF PULMONARY TRUNK, PERCUTANEOUS APPROACH",18,9,9
027Q0DZ,"DILATION OF R PULM ART WITH INTRALUM DEV, OPEN APPROACH",1,,1
027Q0ZZ,"DILATION OF RIGHT PULMONARY ARTERY, OPEN APPROACH",7,,7
027Q3DZ,"DILATION OF R PULM ART WITH INTRALUM DEV, PERC APPROACH",48,20,28
027Q3ZZ,"DILATION OF RIGHT PULMONARY ARTERY, PERCUTANEOUS APPROACH",107,38,69
027Q4DZ,"DILATION OF R PULM ART WITH INTRALUM DEV, PERC ENDO APPROACH",2,1,1
027R0DT,"DILATION OF DUCTUS ARTERIO WITH INTRALUM DEV, OPEN APPROACH",1,,1
027R0ZT,"DILATION OF DUCTUS ARTERIOSUS, OPEN APPROACH",4,1,3
027R0ZZ,"DILATION OF LEFT PULMONARY ARTERY, OPEN APPROACH",9,,9
027R34T,"DILATE OF DUCTUS ARTERIO WITH DRUG-ELUT INTRA, PERC APPROACH",2,1,1
027R34Z,"DILATION OF L PULM ART WITH DRUG-ELUT INTRA, PERC APPROACH",3,1,2
027R3DT,"DILATION OF DUCTUS ARTERIO WITH INTRALUM DEV, PERC APPROACH",33,11,22
027R3DZ,"DILATION OF L PULM ART WITH INTRALUM DEV, PERC APPROACH",89,52,37
027R3ZT,"DILATION OF DUCTUS ARTERIOSUS, PERCUTANEOUS APPROACH",6,1,5
027R3ZZ,"DILATION OF LEFT PULMONARY ARTERY, PERCUTANEOUS APPROACH",102,49,53
027R4DT,"DILATE DUCTUS ARTERIO W INTRALUM DEV, PERC ENDO",1,1,
027R4DZ,"DILATION OF L PULM ART WITH INTRALUM DEV, PERC ENDO APPROACH",1,,1
027S0DZ,"DILATION OF R PULM VEIN WITH INTRALUM DEV, OPEN APPROACH",2,,2
027S0ZZ,"DILATION OF RIGHT PULMONARY VEIN, OPEN APPROACH",1,,1
027S34Z,"DILATION OF R PULM VEIN WITH DRUG-ELUT INTRA, PERC APPROACH",2,1,1
027S3DZ,"DILATION OF R PULM VEIN WITH INTRALUM DEV, PERC APPROACH",8,3,5
027S3ZZ,"DILATION OF RIGHT PULMONARY VEIN, PERCUTANEOUS APPROACH",8,2,6
027T0DZ,"DILATION OF L PULM VEIN WITH INTRALUM DEV, OPEN APPROACH",2,,2
027T0ZZ,"DILATION OF LEFT PULMONARY VEIN, OPEN APPROACH",1,1,
027T34Z,"DILATION OF L PULM VEIN WITH DRUG-ELUT INTRA, PERC APPROACH",2,2,
027T3DZ,"DILATION OF L PULM VEIN WITH INTRALUM DEV, PERC APPROACH",14,8,6
027T3ZZ,"DILATION OF LEFT PULMONARY VEIN, PERCUTANEOUS APPROACH",15,6,9
027V0DZ,"DILATION OF SUP VENA CAVA WITH INTRALUM DEV, OPEN APPROACH",3,,3
027V0ZZ,"DILATION OF SUPERIOR VENA CAVA, OPEN APPROACH",1,1,
027V34Z,"DILATE OF SUP VENA CAVA WITH DRUG-ELUT INTRA, PERC APPROACH",5,2,3
027V3DZ,"DILATION OF SUP VENA CAVA WITH INTRALUM DEV, PERC APPROACH",84,51,33
027V3ZZ,"DILATION OF SUPERIOR VENA CAVA, PERCUTANEOUS APPROACH",314,119,195
027V44Z,"DILATE SUP VENA CAVA W DRUG-ELUT INTRA, PERC ENDO",1,,1
027V4DZ,"DILATE SUP VENA CAVA W INTRALUM DEV, PERC ENDO",2,2,
027V4ZZ,"DILATION OF SUPERIOR VENA CAVA, PERC ENDO APPROACH",3,,3
027W0DZ,"DILATION OF THOR AORTA DESC WITH INTRALUM DEV, OPEN APPROACH",2,,2
027W34Z,"DILATE THOR AORTA DESC W DRUG-ELUT INTRA, PERC",1,1,
027W3DZ,"DILATION OF THOR AORTA DESC WITH INTRALUM DEV, PERC APPROACH",54,36,18
027W3ZZ,"DILATION OF THORACIC AORTA, DESCENDING, PERC APPROACH",29,13,16
027X0DZ,"DILATION OF THOR AORTA ASC WITH INTRALUM DEV, OPEN APPROACH",3,,3
027X0ZZ,"DILATION OF THORACIC AORTA, ASCENDING/ARCH, OPEN APPROACH",8,,8
027X34Z,"DILATE OF THOR AORTA ASC WITH DRUG-ELUT INTRA, PERC APPROACH",2,2,
027X3DZ,"DILATION OF THOR AORTA ASC WITH INTRALUM DEV, PERC APPROACH",31,24,7
027X3ZZ,"DILATION OF THORACIC AORTA, ASCENDING/ARCH, PERC APPROACH",53,28,25
027X4DZ,"DILATE THOR AORTA ASC W INTRALUM DEV, PERC ENDO",1,,1
02880ZZ,"DIVISION OF CONDUCTION MECHANISM, OPEN APPROACH",10,,10
028D0ZZ,"DIVISION OF PAPILLARY MUSCLE, OPEN APPROACH",2,,2
02B40ZZ,"EXCISION OF CORONARY VEIN, OPEN APPROACH",1,,1
02B43ZX,"EXCISION OF CORONARY VEIN, PERCUTANEOUS APPROACH, DIAGNOSTIC",1,,1
02B50ZX,"EXCISION OF ATRIAL SEPTUM, OPEN APPROACH, DIAGNOSTIC",5,,5
02B50ZZ,"EXCISION OF ATRIAL SEPTUM, OPEN APPROACH",111,31,80
02B53ZX,"EXCISION OF ATRIAL SEPTUM, PERCUTANEOUS APPROACH, DIAGNOSTIC",5,,5
02B53ZZ,"EXCISION OF ATRIAL SEPTUM, PERCUTANEOUS APPROACH",1,,1
02B60ZX,"EXCISION OF RIGHT ATRIUM, OPEN APPROACH, DIAGNOSTIC",9,,9
02B60ZZ,"EXCISION OF RIGHT ATRIUM, OPEN APPROACH",64,27,37
02B63ZX,"EXCISION OF RIGHT ATRIUM, PERCUTANEOUS APPROACH, DIAGNOSTIC",16,2,14
02B63ZZ,"EXCISION OF RIGHT ATRIUM, PERCUTANEOUS APPROACH",1,,1
02B64ZX,"EXCISION OF RIGHT ATRIUM, PERC ENDO APPROACH, DIAGN",1,,1
02B64ZZ,"EXCISION OF RIGHT ATRIUM, PERCUTANEOUS ENDOSCOPIC APPROACH",3,2,1
02B70ZK,"EXCISION OF LEFT ATRIAL APPENDAGE, OPEN APPROACH",920,5,915
02B70ZX,"EXCISION OF LEFT ATRIUM, OPEN APPROACH, DIAGNOSTIC",8,3,5
02B70ZZ,"EXCISION OF LEFT ATRIUM, OPEN APPROACH",93,55,38
02B73ZK,"EXCISION OF LEFT ATRIAL APPENDAGE, PERCUTANEOUS APPROACH",6,1,5
02B73ZX,"EXCISION OF LEFT ATRIUM, PERCUTANEOUS APPROACH, DIAGNOSTIC",2,1,1
02B73ZZ,"EXCISION OF LEFT ATRIUM, PERCUTANEOUS APPROACH",1,1,
02B74ZK,"EXCISION OF LEFT ATRIAL APPENDAGE, PERC ENDO APPROACH",24,,24
02B74ZZ,"EXCISION OF LEFT ATRIUM, PERCUTANEOUS ENDOSCOPIC APPROACH",2,1,1
02B80ZZ,"EXCISION OF CONDUCTION MECHANISM, OPEN APPROACH",2,1,1
02B90ZX,"EXCISION OF CHORDAE TENDINEAE, OPEN APPROACH, DIAGNOSTIC",1,,1
02B90ZZ,"EXCISION OF CHORDAE TENDINEAE, OPEN APPROACH",16,1,15
02B94ZZ,"EXCISION OF CHORDAE TENDINEAE, PERC ENDO APPROACH",1,,1
